typology,stat,time,with_trees_avg,without_trees_avg,with_trees_std,without_trees_std
historisch,mean,morning,34.225673666666665,38.4367865,0.8451614119541113,1.4823263185529365
historisch,mean,afternoon,44.270252,49.42513366666666,1.189278614888706,1.7261046365402835
historisch,mean,evening,27.485428,28.530377166666664,0.8679159019446524,1.323944673354505
tuindorp,mean,morning,37.70484183333333,43.931363833333336,2.2293127473077816,0.5711687929106116
tuindorp,mean,afternoon,47.98440966666667,54.8837375,2.594273817718915,0.4478820188691448
tuindorp,mean,evening,28.844654000000002,31.4530725,1.3978004264855552,2.0678456680953494
vinex,mean,morning,39.04996283333333,45.28961216666667,1.2041338541913715,0.7935417897969647
vinex,mean,afternoon,48.86971533333334,55.37080699999999,1.1508069571396708,0.4265822214631089
vinex,mean,evening,29.271516333333334,32.02767166666667,1.4314861453690246,2.476021616405371
volkswijk,mean,morning,36.13259533333333,41.45667866666666,1.3159389088359192,1.4900341105185029
volkswijk,mean,afternoon,46.35908083333334,52.6359005,1.1988587051272417,1.0264800932631388
volkswijk,mean,evening,27.486059333333333,29.0499495,0.8417906940278364,1.2289517114814157
bloemkool,mean,morning,37.595098666666665,45.75641466666667,1.1188036838301272,0.543780822477097
bloemkool,mean,afternoon,47.02078283333333,55.610063833333335,1.3713904589923922,0.47098178028047744
bloemkool,mean,evening,28.76376216666667,32.258191833333335,1.2553436186466906,2.5589800597642354
stedelijk,mean,morning,33.695209500000004,40.514005749999995,0.22073947546749992,0.908491831776295
stedelijk,mean,afternoon,43.57336599999999,51.81284225,0.14222359864195022,0.7336432922482965
stedelijk,mean,evening,26.494097749999998,27.99673325,0.16992829411328134,0.584570531071244
historisch,median,morning,32.41852483333333,38.203540999999994,1.2793288938709109,2.5415442972307987
historisch,median,afternoon,43.31762116666667,50.4928885,1.4207587443186007,2.370574671897576
historisch,median,evening,26.407451,26.9349635,0.6860456938959674,0.9267331975652437
tuindorp,median,morning,37.866268,45.91984283333333,3.461530161557054,0.8630790069536892
tuindorp,median,afternoon,49.279812,57.190951666666656,4.002964283667043,0.586309282453779
tuindorp,median,evening,27.745311166666667,30.741209,1.0082081418110882,2.5782543932403565
vinex,median,morning,39.586515166666665,47.8903985,1.8093439506674684,0.846852494089201
vinex,median,afternoon,50.6376735,56.955355499999996,1.6289740322967388,0.7486249655975273
vinex,median,evening,28.015372833333334,32.32747766666666,1.146290785388143,3.34845437192354
volkswijk,median,morning,35.483731999999996,42.9769075,1.8620662422144931,2.683645343699927
volkswijk,median,afternoon,46.815000166666664,55.03286216666666,1.7808965050430545,1.6046974481543128
volkswijk,median,evening,26.675837833333333,27.791115833333333,0.6303996432328992,1.3573603103747238
