typology,stat,time,with_trees_avg,without_trees_avg,with_trees_std,without_trees_std
volkswijk,min,evening,24.864936999999998,24.996187666666668,0.25853728413828425,0.318512361218001
bloemkool,min,morning,23.323338500000002,23.356738000000004,0.03372931581725235,0.026127077946069256
bloemkool,min,afternoon,28.272786999999997,28.34358883333333,0.10046466190457214,0.050232054918812594
bloemkool,min,evening,25.004835333333336,25.133827166666666,0.2647987616811429,0.29156011141815447
stedelijk,min,morning,23.28666825,23.340215,0.03508989039951573,0.0009177308973761088
stedelijk,min,afternoon,28.229426250000003,28.338529,0.06071122021710757,0.028156270716602476
stedelijk,min,evening,24.65886675,24.87303025,0.03140810309856288,0.05871027047785866
historisch,max,morning,44.53811616666667,44.791593166666665,0.24558658780675757,0.3218540698772762
historisch,max,afternoon,69.52674016666667,70.08542899999999,0.29385432262971173,0.5747036388438833
historisch,max,evening,54.951952166666665,55.088302666666664,1.0212693751888224,1.1123068431841412
tuindorp,max,morning,44.2748975,44.99455283333334,0.5464963601532049,0.4280533087181637
tuindorp,max,afternoon,69.14302233333333,69.64594333333334,0.33326517992833543,0.3790886341565336
tuindorp,max,evening,53.2400915,54.381405666666666,1.550194536376226,0.408062167137149
vinex,max,morning,44.77251616666666,45.284972,0.3624988913679143,0.280347954990225
vinex,max,afternoon,69.72811133333335,70.27661666666667,0.8389363957620806,0.872277372603844
vinex,max,evening,54.157153666666666,54.893677000000004,1.0389432106036716,0.5985561816594985
volkswijk,max,morning,44.17605266666666,44.948852666666674,0.8472237400294358,0.31713250458423053
volkswijk,max,afternoon,69.15000833333335,69.90264483333333,0.4176823362038021,0.5954255125909231
volkswijk,max,evening,52.59122616666667,54.36317733333333,2.6123650921405606,1.4881824371910424
bloemkool,max,morning,44.7777475,45.26995266666666,0.4616531485081645,0.281019376344526
bloemkool,max,afternoon,69.623355,70.21111033333334,0.46452097100174233,0.252390760168169
bloemkool,max,evening,54.69148083333332,55.235328,0.9064518791241849,0.9311047220640647
stedelijk,max,morning,44.5018435,44.962070250000004,0.30006672076112023,0.12341117653971467
stedelijk,max,afternoon,69.242944,69.98367999999999,0.724428278610562,0.9479059848444892
stedelijk,max,evening,54.4877175,55.433299250000005,0.32423985369527475,0.38579552192266636
